system:index,date,dewpoint_C,dewpoint_max_C,dewpoint_min_C,.geo
20000120,2000-01-20,-4.325367229916055,-0.7725465438092449,-8.091499760726983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000121,2000-01-21,-3.912479377910972,-0.7402386813694689,-7.427611058297793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000122,2000-01-22,-2.7588610373847415,0.0899048612651168,-6.069816573366704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000123,2000-01-23,-3.1227823108443795,-0.2260222013426247,-6.204352505278759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000124,2000-01-24,-3.333289069991916,-0.45499851022145515,-6.505958919463948,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000125,2000-01-25,-2.88648831603949,-0.0883278405500758,-6.090991901238205,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000126,2000-01-26,-2.4902440518860804,0.4464022982913955,-6.073293828096046,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000127,2000-01-27,-3.513325475824461,-0.2777724587339303,-6.910072746182653,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000128,2000-01-28,-4.674017788306302,-1.552643172613455,-8.024744025915723,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000129,2000-01-29,-6.060573368641166,-2.7980459707483902,-9.440140077616482,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000130,2000-01-30,-6.222968743092693,-2.582777704211714,-10.169108566407502,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000131,2000-01-31,-3.7453513435123256,-0.356248159650044,-7.995148839119152,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000201,2000-02-01,-2.8163318131666366,0.2552482803857492,-6.4455927914776785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000202,2000-02-02,-2.4123970288659966,0.6496604183317557,-5.810351858646806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000203,2000-02-03,-1.8682443009244787,0.8147440058075807,-4.835810909022996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000204,2000-02-04,-1.364752698208366,1.184045075332177,-4.508577099811195,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000205,2000-02-05,-1.3337474724632994,1.4607229326757314,-4.698998599680488,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000206,2000-02-06,-1.8719789058517298,0.959295868270693,-5.162279423121939,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000207,2000-02-07,-3.0698786009556347,0.05520601836124611,-6.486437600333033,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000208,2000-02-08,-3.262650975832049,-0.3416279178495428,-6.534150266411313,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000209,2000-02-09,-2.951383627482468,-0.1312879294510978,-6.395270372513262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000210,2000-02-10,-2.4638915398032295,0.5677223691898751,-6.020445676798797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000211,2000-02-11,-2.2742429007749454,1.0198718732988128,-5.9663517759894225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000212,2000-02-12,-3.334745520260397,-0.03715897833711807,-6.827485300954532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000213,2000-02-13,-4.232298495066999,-1.020974202264475,-7.802710769784736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000214,2000-02-14,-5.018598804406367,-1.7713629660018801,-8.668031200484657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000215,2000-02-15,-4.491946042766109,-0.9739327159503502,-8.862985880588715,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000216,2000-02-16,-3.2203429712387015,-0.00488517437301439,-7.211242961863551,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000217,2000-02-17,-4.159804099019729,-0.7749552587113495,-7.73153569924851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000218,2000-02-18,-5.332263661108794,-1.8916775845206264,-8.677582199596156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000219,2000-02-19,-5.494994694153632,-2.256551929065863,-8.85972923101548,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000220,2000-02-20,-5.061852111768021,-1.7931213902116692,-8.8600343393932,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,-4.665485864007555,-1.3997710010175968,-8.324236352346425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,-4.377741165228332,-1.1288281286097581,-7.858957975038215,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,-4.339232483278268,-1.2438670071612792,-7.921241481528159,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,-5.090810344666793,-1.8690395997039924,-8.442960341300617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,-5.405513189592938,-2.2286112138396676,-8.846876732515838,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,-5.376880552967018,-2.0081677921842362,-9.014552546710176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,-4.824722729898364,-1.4470922588095303,-8.650192639740967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,-4.008614895413536,-0.651687738933763,-7.589579957403294,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,-3.024112978392139,0.5027875620710669,-6.86561699423508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,-2.4450274584828313,0.942147719230587,-6.194798964110952,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,-2.7171548592311376,0.6062596131408122,-6.313835678891032,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,-2.5389062900765027,0.8407106399174107,-6.49430518502655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,-2.8130154012456265,1.2216295758906028,-7.155115210150703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,-3.1526374409981663,0.7243701744434298,-7.510349107975047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,-3.3167868071176008,0.4916086722474605,-7.575238343277561,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,-2.540098631411795,1.133589173826948,-6.863350138491638,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,-3.269844633665639,0.38673169962014864,-7.07699785950882,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,-4.417912671917965,-0.5999670622949241,-8.17281347646222,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,-3.555568444107485,0.19461604875780525,-7.667866779854467,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,-2.2512724559194606,1.331623630245099,-6.371308412768188,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,-1.786546780058197,1.9619362526666948,-6.080398264351287,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,-1.2583146256372018,2.3722053988963934,-5.400666034495642,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,-2.1051263020848636,1.753093028863496,-5.976211930162797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,-3.0165207324928116,0.7182337703995623,-6.806148053690044,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,-3.0003271015273283,0.7677183423189097,-7.03489089486709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,-2.595982214413966,1.2037083788755103,-6.736085483725194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,-2.8772728420649707,1.22795818571945,-7.141410506903876,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,-4.321917024767655,0.34124279532697055,-8.726430919939641,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,-4.9046881767157045,-0.6744220476776216,-9.207188732146163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,-2.568065086891959,1.3740123976437866,-6.9556025434851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,-1.3484221264306282,2.3895433382527504,-5.331743138722833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,-1.0405868633346163,2.8233450130082156,-5.33315218832878,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,-2.043195708347919,2.090751850302151,-6.496514709698977,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,-3.2551440931550877,0.6986214324559059,-7.172040980019445,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,-2.9543161357376837,1.085324625536539,-7.111466793078464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,-1.8647720318213237,2.1515018740941794,-6.138107887951484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,-0.8491411299294775,2.9683647841681013,-4.973282721940117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,0.24290748464522244,4.111464413700119,-3.7431948526862486,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,0.5106968641110078,4.570399885550699,-3.57253681484078,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,0.6586270964365526,4.508055309977564,-3.3567031255176576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,1.001826449225708,4.9915066246328585,-3.1197476616265503,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,0.4478565908907253,4.384363857803401,-3.5024377438891956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,0.33437249786857226,4.127201568255911,-3.639084548767536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,-0.04974741914928295,3.8670077003120458,-4.076369617415908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,-0.7868189322783331,3.65563486700528,-5.103555021701327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,-1.1191128055783648,3.1698880824343374,-5.431566374737335,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,0.03282650834621744,3.970400353410153,-4.196243437412535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,0.5722153221997347,4.539704648972332,-3.5855832036153834,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,0.4165768659019514,4.365418667153908,-3.7789951110255577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,-0.5047607217599467,3.854931051139273,-4.909540648941293,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,-0.4700921692840583,3.963935072818921,-4.9734445757079095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,0.9042020847069788,5.044809308972526,-3.6628678278232574,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,1.4553326180493338,5.402113317408007,-2.8310835394184184,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,2.3749347674460766,6.32933106211198,-2.2077613617540717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,3.7858162300477907,7.5677070435261475,-0.530938969462983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,4.042328996161174,7.649276714306274,-0.10100599585110981,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,3.3645294932794454,7.03841013561707,-0.628242971626872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,3.900881758837903,7.559730240563578,-0.35205881162110786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,3.5312416706356817,7.413929893019866,-0.6763502973766709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,3.938221760929963,7.337865639451242,-0.1521212113873017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,4.439140060838759,8.015770248449869,0.5178811133548533,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,5.672207201197629,8.89312820263367,1.851023933851628,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,6.145933888852562,9.150416135535293,2.4323843556585474,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,6.31228629627851,9.227951410650872,2.9569759360219408,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,5.317839378780589,8.583754369652267,1.6544293802235042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,5.430758012577426,8.645085435588204,1.5428301885771605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,5.759962405143095,8.88408991798349,2.0253599770500736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,5.452511257464014,9.041906635761668,1.4793379330364704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,4.521105562844442,8.268609992273932,0.5882330684956869,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,3.935152716738818,7.851960175553299,-0.22023259835601153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,3.237090265041404,7.199540128851181,-0.8823444486485504,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,3.2318312963382922,7.164299050360294,-0.9590170831220005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,4.3773019023775,8.141483430937797,0.08482484614871832,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,6.108441427986056,9.597000867051866,1.913893253795868,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,7.613149473347206,10.686167642081339,3.942972481496751,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,8.388672574693395,11.11028395738185,5.067667722237025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,8.768355000192859,11.193557261969593,5.572764859424801,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,8.098380853088374,10.716900594844365,5.226943915688816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,7.914501547595833,10.778200316024208,4.703150701290983,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,8.761798654014875,11.61921238572851,5.341233813640527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,8.790795967027323,11.583702804255504,5.7240229295194744,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,9.12926527168669,12.023371966551752,6.060453746996455,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,9.977863320592219,12.58663424185756,7.011363548102334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,10.535451308763918,13.089866569020955,7.490757463544942,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,10.315420957648627,12.852543976369947,7.468002424632324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,10.632948615510395,12.887262466842063,8.210234716837718,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,9.940415722791178,12.342100578126832,7.368294260977865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,9.58111081815542,11.88971939761192,7.050966475185857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,9.768132620274162,12.267871411321224,7.075807403278516,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,9.934522558497097,12.448890932881497,7.180517256331784,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,9.95444609852751,12.333958315779032,7.339152255176141,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,10.155749224499791,12.4596746717435,7.512788422293659,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,10.838986389216844,13.106399746015759,8.13102507827516,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,11.05073786569916,13.26651493070897,8.55235659771367,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,10.701904332399874,12.937195193300061,8.213673239504772,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,10.495392230372856,12.829338314489997,7.942870325228641,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,10.24668488722636,12.790473843514583,7.504853008272827,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,9.818450065561949,12.44800045435813,7.08114335310669,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,9.633179965579002,12.446758937654248,6.6555110080128665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,10.758349108064657,13.112603000833676,7.954622704635665,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,11.716991693441587,13.701810241611234,9.408907536859532,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,11.570377444459403,13.722370262290685,9.278909935737154,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,11.498367978890133,13.77683289207676,9.0442535095813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,12.175282001161573,14.46284996910646,9.594041235173565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,12.326003667016016,14.508267224368838,9.897228630366012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,11.916685756373314,14.081638505017795,9.59060775015155,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,12.09960759781564,14.27570449636842,9.796152673377755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,13.054448775484873,15.010790580373417,10.932842164518963,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,13.572408569534227,15.388663098885832,11.632385962669176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,14.031213409232516,15.722532452857255,12.181279033459953,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,13.766038378737903,15.66632159944755,11.824210258988906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,12.99049688095128,15.103969111541467,10.835180736892873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,11.716676681603156,14.054158963506618,9.16122478386145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,10.923252030554222,13.344683448337172,8.220155888855965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,11.351317131655993,13.624266975425938,8.757998896886823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,11.674836270545518,13.818639330684203,9.421958914668453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,11.996471247728206,14.141456333355459,9.794923682210158,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,12.171523769742839,14.274659112616147,10.026777315242107,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,12.401893485698976,14.482570247907978,10.270968346723002,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,13.059358636770245,15.094864066858696,10.952485759509495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,13.510857744538821,15.466246828813071,11.628457355113323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,13.571001540758118,15.654921441086712,11.575291968066589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,13.489448458021098,15.358074539927324,11.533662193007586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,13.398718855652387,15.157231267237187,11.561606746428843,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,13.084359184714089,14.856870240710435,11.269400987445042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,12.946069697780121,14.845685386068899,10.944366015150848,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,12.66322037904555,14.733396232371296,10.602958140708624,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,12.703833635376645,14.9104368773646,10.702253991731153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,13.39875420225015,15.41459141617746,11.411311384623232,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,14.225899472349441,16.0682619141412,12.37958734853759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,14.375372346912348,16.156458175412254,12.688270874319883,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,14.5229289508676,16.152428917336998,12.89801941562236,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,14.787926193617764,16.38980786881254,13.244114093531739,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,15.000768524426451,16.63927005359012,13.408397641966676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,15.201015817031001,16.871771303759957,13.67420076665612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,15.19461025808802,16.91273762845225,13.641543779880461,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000706,2000-07-06,14.850814513024513,16.629252986288414,13.189843472972518,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000707,2000-07-07,14.732301518662709,16.467984424292926,13.127320799687933,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000708,2000-07-08,14.684758529753916,16.477268723143556,13.095665320208939,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000709,2000-07-09,14.584916594035375,16.27360713197235,13.094497941196826,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000710,2000-07-10,14.655087860963814,16.165275539686732,13.259052118297518,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000711,2000-07-11,14.859135931439685,16.468903215792412,13.361946927939192,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000712,2000-07-12,15.015470561083655,16.747261307640994,13.481687254372776,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000713,2000-07-13,14.934950166251763,16.640825421544584,13.394581366355883,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000714,2000-07-14,14.936731372297785,16.529230820956013,13.465250035672259,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000715,2000-07-15,15.176139771866438,16.722725533356478,13.716230739392934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000716,2000-07-16,15.437837245452819,16.96484661815915,14.037338605838123,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000717,2000-07-17,15.578618842499187,16.994605230428157,14.236152334294575,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000718,2000-07-18,15.520111383570468,16.98326746881542,14.14159440406527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000719,2000-07-19,15.504138541963334,16.989849658634636,14.084242530399505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000720,2000-07-20,15.449143905720424,16.996034252150395,13.979380197746545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000721,2000-07-21,15.322715271237163,16.860002369177245,13.906363426530346,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000722,2000-07-22,15.10900309467639,16.517517753333053,13.693431395469748,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000723,2000-07-23,15.06843836399487,16.616793035989268,13.58416619655327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000724,2000-07-24,15.17536523923413,16.832432121698854,13.546474870082108,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000725,2000-07-25,15.203715996102066,16.806103148780654,13.639302344923376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000726,2000-07-26,15.128386039321583,16.86514689051463,13.612275730545882,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000727,2000-07-27,15.066145927578301,16.717423149331207,13.519379529640446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000728,2000-07-28,15.015309669056776,16.788798614553365,13.339192139427965,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000729,2000-07-29,14.730641250969706,16.524299179170338,13.047576401369538,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000730,2000-07-30,14.717023024763016,16.39582923992656,13.086741664987873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000731,2000-07-31,14.556172150365247,16.115368645856485,13.097009666050823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000801,2000-08-01,14.161438598302453,15.733885929413526,12.525864111241118,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000802,2000-08-02,13.698234144127074,15.328515094741174,12.059291303257778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000803,2000-08-03,13.55347917790799,15.23228585092903,11.827973838065601,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000804,2000-08-04,13.737903532073084,15.40926559199302,11.97808710722379,"{""type"":""MultiPoint"",""coordinates"":[]}"
