system:index,date,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed_ms,.geo
20000220,2000-02-20,0.3127981316848275,0.24712538000162101,1.97030223404629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,0.4481362970110531,0.1587986718118156,2.183084741659696,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,0.2506246226435671,-0.075434520860158,2.09547703838377,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,0.3101750272422339,-0.33315428448198664,2.0854669605359226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,0.3465328661984888,-0.40378398344493216,1.7578484059564645,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,0.37730620002563914,-0.23563568272939556,1.3826537867809576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,0.25593810311208987,-0.030867268679994984,1.402667358074271,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,0.3539573833351558,-0.008573255781681097,1.5632129058682045,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,0.32877818216682075,-0.2234170078574404,1.547637210966311,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,0.5982540246794807,0.002034141445269937,1.615664203897242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,0.5182253627847762,0.08348361461096618,1.697425119453133,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,0.6379498435611596,0.18355403634116652,1.6085294403538621,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,0.8822248251874985,0.39841263626015155,1.9241127002969265,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,0.82994672021366,0.42911783615668714,2.0810441948360894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,0.6089813118180332,0.11624325087703336,1.8236739700684261,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,0.6988160125591911,0.35887655527085743,1.6231272110222712,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,0.6955502105517508,0.09853266328050507,1.7814916547446071,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,0.8895572348145723,-0.41070656637820063,1.860334167934351,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,0.8370725312187887,-0.19296925677410426,1.7545269682297602,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,0.9049769612259142,0.25677490724891344,1.6911140007353151,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,1.0084724805631808,0.3862630277853211,1.9679219393101732,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,0.9022081865342795,0.3859388848614336,2.062656813773889,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,0.7159171179792281,0.2778673776779417,1.8646325726024113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,0.5222811321702724,-0.11369232378817028,1.474641779737818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,0.6784027503844503,-0.12017064018788322,1.5239870161698,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,0.9251078903998712,0.10458354346993429,1.6774894142140289,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,0.923168915632423,0.21652046517304693,1.7110324343866967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,0.7643153164483059,0.1892342418614772,1.944735328730284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,0.8483494265818713,-0.017759933106133757,2.0076675198697886,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,0.6039396669600136,0.16301790886926798,1.8424416629949338,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,0.31592660332563965,0.2447537541240206,1.874747786438259,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,0.16801089836707164,0.11313230281047282,1.822639308941775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,-0.027514634732224288,0.042286284824618214,1.6330512790021778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,-0.04069159894748653,-0.6229673412788052,1.87684155041171,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,-0.07860156434110736,-0.5820668794484127,1.61210751542573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,-0.3044940092640793,-0.1926610800001726,1.3884331897596132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,-0.46256771705581684,-0.001006697010821007,1.3483701454213104,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,-0.3177547417227534,0.03361753479505218,1.2981829785145491,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,-0.06144562901652772,0.0365990865763945,1.3168866501700571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,0.6386404602628019,0.06808069463706064,1.6151460525021186,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,0.9788243004916263,-0.030570981492299917,1.9019703977579554,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,0.9600814294219943,-0.23052731006806193,2.086530506140117,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,0.942873297575827,-0.09518451550156745,1.9645091877848753,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,0.8974675719407487,0.2071266192690473,1.7947828342840793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,0.9934059546638024,0.12606275983772866,1.8105969795749468,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,1.0514230163897997,-0.02464032340782887,1.890670517243299,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,0.8097689140428779,0.11830576132591389,1.7280103668612188,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,0.900188257281683,0.28475941829283125,1.9123606540850797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,1.1821693938222653,-0.2360264640531958,1.8945109875069763,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,0.811331382553614,-0.42319699582944537,1.9416885836489155,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,0.704200859688699,-0.2907149623303994,1.6481489950610109,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,0.6761019960910548,0.1813387444152221,1.7009335063566053,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,0.6937521125247029,0.1599212383581079,1.841970258759384,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,0.7969582477758416,0.2146458417684087,1.7963571710598714,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,0.5447893525563404,0.09810305375372268,1.790628925983609,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,0.35249649715785286,0.42230771081072077,1.7608408872311316,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,0.6339734995253893,0.15562059030027073,1.5654692930360228,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,0.7919463903349321,0.28013430843259995,1.5284639494676586,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,0.7977110302364979,0.3705998599347714,1.7948800065189756,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,0.7910713612180106,0.13081006559796146,1.8285478945143485,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,0.8000410827300306,0.2744906077297871,1.8619610689138344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,0.9663920408097573,0.35292640969879685,1.8391254435494373,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,1.0249838612316802,0.29265186738437277,1.8757210305732637,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,0.9776450470934392,0.35654800556232985,1.8529234584945629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,1.0960746527784562,0.11262401652068246,2.1195970340497423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,1.0798769478858758,0.00893255155406904,2.1187431050464536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,0.9875974058740083,0.2312639723654109,2.207643854220232,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,0.9902472793331529,0.13902052850214458,2.0617094885399685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,1.0075722893331682,0.09680445418043564,2.1129805334101794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,1.1561246760611472,0.30740828644660995,2.244161172852855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,1.236839750225956,0.07990964322400462,2.0672896864293846,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,1.0435269125741853,-0.12101827036029604,2.0176466885948647,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,0.6414798616233348,0.06505375724975751,1.9448170485941119,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,0.6071302753550915,0.25839434021629054,2.0082323076483464,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,0.4020116127607253,0.4091678087483536,1.8583858948520366,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,0.06625180391899373,0.33281247307011785,1.6692524060583012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,0.11824932806199256,0.44632023079065225,1.750694727009098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,0.16506323258257805,0.11653829272277888,1.7146133949026436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,0.3140145628018566,0.33510650695570615,1.6530619430963376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,0.5339724327438227,0.32642674285459583,1.5545018128048995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,0.8285756584469648,0.19046916944680567,1.7324645834359502,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,0.9824479534823541,0.4516142538498231,1.7986270846065326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,1.1759394240394332,0.3989242911321615,1.9212753024324565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,1.2174712419406992,0.265021286694047,2.084985794423296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,1.316040877975185,0.2189371458845306,2.1294136698021076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,1.1073871731211464,0.3254156063521574,2.195932045265916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,1.0270283932562903,0.34501255282772925,2.1521157421313366,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,0.8788342313715722,0.39790249772653247,2.2739072152049062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,0.9543179487217457,0.5187304013513004,2.205252587679818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,0.9477537925945201,0.5487944478568607,2.0690075993008383,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,0.9113256404890762,0.36164143830322776,2.1769639647090555,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,0.977251113088926,0.2095144001737102,2.213620539153011,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,0.9734044657333824,0.49601479348113986,2.2212039611773733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,1.0055103821173115,0.6231706668960555,2.258570511588599,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,1.3392807220424339,0.5289008856475662,2.2657736588967072,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,1.526761630111436,0.5975159839626891,2.477251906745203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,1.3415994570834402,0.8358159524993358,2.625867153090955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,1.493009871036127,0.7937605996969599,2.4390341187913234,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,1.4336334185231359,0.6259173103755549,2.248628172411062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,1.3419183906967358,0.6821515061923391,2.2396616823211026,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,1.2380834437493575,0.6723226513146312,2.268804882712371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,1.2492106048513936,0.41929720452880326,2.049834222067552,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,1.153968669976553,0.47906621187444604,1.9417037784656606,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,0.8508866261315325,0.35766375606652734,1.7460504762762779,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,0.5243531355582556,0.5395313982905818,2.0100146113543578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,0.44683846454958553,0.49015027689731105,2.174489164410545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,0.20276353322056404,0.2768488570812826,2.2385564983373145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,-0.16448882604644652,0.5399130973509919,2.4325516484731486,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,-0.08494254219838676,0.9738333400158754,2.3527901857942486,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,0.6098812792909258,1.5027100254307382,2.4073268717081633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,0.9737822578518736,1.0926300028512017,2.18587962094828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,1.27990053169992,0.9171028162235606,2.2261607623589432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,1.5617120297574612,0.6269744265285584,2.323851855375254,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,1.5718352251853918,0.43530900587822147,2.463515269409528,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,1.4645807908920425,0.6585882146023923,2.5468141213221966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,1.5975818376886641,0.6380457371756733,2.4874975403573956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,1.4041573570778132,0.42332507938133535,2.397359923312806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,1.2363163079489483,0.33960044074815754,2.420593569299996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,1.0545050109400838,0.29616853396899384,2.416504052785941,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,0.6519728183421843,0.45037964701966854,2.249584723575535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,0.6034093077492396,0.6318815839589227,2.159749499169629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,0.7765112042817902,0.682270205277286,2.1254382819868973,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,1.049295197862747,0.6856216357226069,2.3252452742437444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,1.185777979881265,1.0226194530933872,2.5960603867205587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,1.3254802230906124,0.7404074236643357,2.393393352512158,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,1.4160738824494798,0.4969083509931022,2.493171987271957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,1.3902713899017605,0.5893139027857606,2.441096464746125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,1.311688730827914,0.5255476426065246,2.4405390310807054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,1.016174270874593,0.5614272285592183,2.2126131579687343,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,0.644702904954293,0.5002380059544594,2.0344033449972785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,0.30397647915470777,0.4476095777745702,2.123349760635968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,0.09699787472419874,0.6719191639023195,2.087711594046849,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,0.3817845490562157,0.5650855558994494,1.9777028785956292,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,0.6738234406353307,0.4753384079668274,1.7469131546336014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,0.6756691481035149,0.4119938323222527,1.69449815992879,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,0.5407012479755372,0.27024024449808487,1.498287100434514,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,0.7151348625910915,0.157363817935101,1.7638841331221402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000706,2000-07-06,0.7177571193497819,0.27811164520857284,2.0440753083634684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000707,2000-07-07,0.6179470034211099,0.533112674060971,2.1079843126079276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000708,2000-07-08,0.5947203156320959,0.5606045524766606,2.3148800290448284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000709,2000-07-09,0.654230517020079,0.6479454888778288,2.4933063898346406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000710,2000-07-10,0.674956380786777,0.6350566395968238,2.3184400326540695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000711,2000-07-11,0.29003488324418886,0.5638180450539758,2.1782365045306187,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000712,2000-07-12,0.21997536878396245,0.47777777210538175,2.331712732696778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000713,2000-07-13,0.4216773920327341,0.5163213525077629,2.35088020122747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000714,2000-07-14,0.7088858278825967,0.7030404493599257,2.266938376716787,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000715,2000-07-15,0.9744894562148707,0.7297292950294498,2.248021428676496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000716,2000-07-16,0.9860636329347284,0.8682919519771813,2.439665467990703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000717,2000-07-17,1.1088324302809534,0.8082623849586094,2.458096450788517,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000718,2000-07-18,0.9874695551104078,0.758829627051084,2.4214740326709916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000719,2000-07-19,0.7163627476244887,0.7315603094763884,2.4119400565726425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000720,2000-07-20,0.4015130929455456,0.7754605068077303,2.4196676084993607,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000721,2000-07-21,0.2892397365318479,0.855705966853395,2.3159323325001093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000722,2000-07-22,0.7773267974142943,0.9177071133120341,2.2085845864823503,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000723,2000-07-23,1.1514306765569051,0.6355747131998848,2.1030372145910894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000724,2000-07-24,1.0542925683210889,0.8122375580928993,2.1117699207716782,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000725,2000-07-25,0.9813829687814889,0.728437064481188,2.0148059988290736,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000726,2000-07-26,0.9104613925394602,0.5809420727136405,2.1333985299811014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000727,2000-07-27,0.6571667836665573,0.4843133936580438,2.1522609584335872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000728,2000-07-28,0.4007651804492495,0.32925469911252914,2.0345298612350238,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000729,2000-07-29,0.38356465040321297,0.373754460075616,1.9218743198957893,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000730,2000-07-30,0.8424992399596936,0.5981743644300144,1.970893583733558,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000731,2000-07-31,1.0308994139325187,0.8254741108635929,2.2195802123497073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000801,2000-08-01,1.175081091123535,1.1161577618769858,2.4710942887328047,"{""type"":""MultiPoint"",""coordinates"":[]}"
