system:index,date,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,.geo
20000131,2000-01-31,0.2105531888822952,0.23856333823293083,0.2667449537950746,0.3232393618137215,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000201,2000-02-01,0.21215935438048952,0.23923323671345437,0.26653716054759014,0.32306733596062986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000202,2000-02-02,0.215872594969695,0.2399276693667999,0.2664042149999751,0.3229034602435465,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000203,2000-02-03,0.21524756939411557,0.2402074841062866,0.2662596414387381,0.32274518992846746,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000204,2000-02-04,0.2207726483419753,0.24058240160357747,0.26609677573281443,0.3225889241108226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000205,2000-02-05,0.22716188354643035,0.24310915335861422,0.26601778950704585,0.3224372704338631,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000206,2000-02-06,0.22931301586465577,0.24558166303905257,0.26600060977303436,0.3222897488937275,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000207,2000-02-07,0.22926875397342086,0.24628420885929755,0.2659455279390476,0.32214372259678076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000208,2000-02-08,0.2270138947516696,0.24612441147368283,0.2658241976929594,0.3219957356361814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000209,2000-02-09,0.22775086831511918,0.24577355442996887,0.2656652987627768,0.3218453535666557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000210,2000-02-10,0.2279970299733579,0.24593615789065953,0.26552117693118177,0.3216925965255979,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000211,2000-02-11,0.22970173247912495,0.24680767282797128,0.2655514393087068,0.32154678607273585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000212,2000-02-12,0.23058546290488632,0.24714569642710538,0.26554779312179566,0.32140288841502135,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000213,2000-02-13,0.22801086905286533,0.2467153265536286,0.26540441069896753,0.32125258041791044,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000214,2000-02-14,0.22599176514363242,0.24630759802372557,0.2652033209771323,0.3211007214365208,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000215,2000-02-15,0.22271774669988167,0.24568920221518514,0.2649580816147533,0.32094384011693733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000216,2000-02-16,0.21973673059689086,0.24485548305641125,0.26467390010769143,0.3207819735275779,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000217,2000-02-17,0.21785053517392822,0.24403743272193792,0.2643707947421671,0.3206175500144272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000218,2000-02-18,0.21679835096333155,0.2434112782777244,0.2640825371150331,0.32045525817405046,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000219,2000-02-19,0.21524257727453028,0.24280209380069356,0.2638025774936413,0.3202928056913192,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000220,2000-02-20,0.2152396004434964,0.24225438642222613,0.2635322739034986,0.3201341990808566,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000221,2000-02-21,0.21788019735038056,0.24200690656827897,0.26328045939625333,0.3199800344975025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000222,2000-02-22,0.21746252312025607,0.24189682844933777,0.26302627729191974,0.3198230541379411,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000223,2000-02-23,0.2164567144964272,0.2415060299422763,0.2627822261729333,0.3196652812291087,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000224,2000-02-24,0.21929166799731517,0.24127364028219295,0.2625516275714397,0.31951268032341185,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000225,2000-02-25,0.2213167987002388,0.2414894865068408,0.2623329636194494,0.31936392808496933,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000226,2000-02-26,0.22408403247413594,0.24240111843475898,0.26211256269625693,0.3192140273886223,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000227,2000-02-27,0.2246461027746475,0.24379929387957025,0.2619022645400231,0.3190603982310256,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000228,2000-02-28,0.2217599205072548,0.24402424802444714,0.26167024420773227,0.31890088751392354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000229,2000-02-29,0.21807297528246397,0.24353915471018595,0.2613920987461612,0.3187359919258018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000301,2000-03-01,0.21480255397047687,0.24270707833581429,0.261098436299804,0.318569774618934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000302,2000-03-02,0.2157124297775497,0.24235188243360206,0.26084618895850076,0.3184091289642905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000303,2000-03-03,0.21568127832546352,0.24259455713699116,0.26066284200572726,0.31825188545515204,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000304,2000-03-04,0.21611864709347936,0.24261291430772436,0.2604598649258045,0.3180959806230657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000305,2000-03-05,0.21495224028384485,0.24264952928096134,0.2602436790938463,0.31793933536777075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000306,2000-03-06,0.21310286776971119,0.24232606733427475,0.2600199993284777,0.3177823591106696,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000307,2000-03-07,0.2109227766768479,0.24181189263166572,0.2597930209544245,0.3176250479868245,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000308,2000-03-08,0.2102759227896307,0.2413389100741353,0.25962289900416086,0.3174757582449807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000309,2000-03-09,0.20991380651957647,0.2412003962851293,0.2595292914692324,0.31734232200404,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000310,2000-03-10,0.2081107108863581,0.24050856995102796,0.25931980448916553,0.31720185418185276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000311,2000-03-11,0.2065580040048004,0.23972633378865404,0.25903914381910215,0.31704875126280785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000312,2000-03-12,0.20666006196350942,0.2392791575484304,0.25880620080375044,0.3168973995065126,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000313,2000-03-13,0.2085058496866103,0.2395213929346635,0.2587410689853074,0.3167578939737356,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000314,2000-03-14,0.20885274941744794,0.23983227369561663,0.25883666445721676,0.31662888085112345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000315,2000-03-15,0.20833035340765169,0.23949901230543552,0.25876000358897644,0.31649847012270105,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000316,2000-03-16,0.20698752334796938,0.2388703328744952,0.2585485224388695,0.31636112731681565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000317,2000-03-17,0.20505055765694877,0.23806429647595173,0.25824455726194145,0.3162097559234858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000318,2000-03-18,0.20340994962185577,0.237270961467836,0.25790989534773123,0.316049380926702,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000319,2000-03-19,0.20174246862504616,0.23646431550097144,0.2575680270197234,0.315885254297905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000320,2000-03-20,0.200505084963441,0.235642804213249,0.2572121498569968,0.31571995362548444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000321,2000-03-21,0.20044281719914772,0.23488032281791518,0.2568371379120108,0.31555193708377655,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000322,2000-03-22,0.20133943812882468,0.23428708962396091,0.25648009732563026,0.3153817048910164,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000323,2000-03-23,0.2051187051679837,0.23396928962460897,0.25616650287437265,0.3152179004545948,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000324,2000-03-24,0.20472267959340337,0.23377174648109342,0.25586263980302254,0.3150538701560745,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000325,2000-03-25,0.20262235818349492,0.23323740341774413,0.25552736855665553,0.3148844444254115,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000326,2000-03-26,0.2019562486804788,0.23265882058907886,0.25517142733160075,0.3147122884529596,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000327,2000-03-27,0.20311978103517317,0.23254775818922524,0.2548462583655835,0.31454396275011415,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000328,2000-03-28,0.20420351418055516,0.23258205102370866,0.254556188417231,0.3143769333582113,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000329,2000-03-29,0.2071717990901924,0.23312275360491494,0.25428985544498417,0.31421367625432806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000330,2000-03-30,0.20821702306455442,0.23378607634995033,0.25404186343063717,0.31404891948076774,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000331,2000-03-31,0.2057224060396339,0.2337218419000817,0.2537821279678054,0.31388018878278656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000401,2000-04-01,0.20478417612961375,0.23384424442673357,0.2535832786138583,0.3137152709257329,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000402,2000-04-02,0.20398109154825494,0.23398998293860404,0.25356995204093336,0.3135609775241536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000403,2000-04-03,0.2030180478643303,0.23374225850796662,0.2534895217580017,0.31342307641469797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000404,2000-04-04,0.20184986476799427,0.23354399817704988,0.2532987725952915,0.31328599524589873,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000405,2000-04-05,0.20043268553722868,0.2333035198923732,0.25310880668684554,0.31315279511504573,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000406,2000-04-06,0.19930723583303342,0.23313838446746984,0.2529500193820581,0.31302487585486966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000407,2000-04-07,0.1988940980625331,0.23296755439704003,0.25277249074053887,0.312887723259252,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000408,2000-04-08,0.19796734753157202,0.23267465258172365,0.25258829476682837,0.31273901547544436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000409,2000-04-09,0.197144184289686,0.232173174280832,0.2523640323549237,0.3125903542416471,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000410,2000-04-10,0.1970375274544914,0.2318044978145918,0.25209234942278075,0.3124429080740282,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000411,2000-04-11,0.19841696027756503,0.23145302680114152,0.25180044078378605,0.31228766935649727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000412,2000-04-12,0.2020430324297742,0.23166673769094936,0.2515092691444919,0.3121284322159218,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000413,2000-04-13,0.2022577413547619,0.2315596320776198,0.25122773721796887,0.31196648903836244,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000414,2000-04-14,0.20431294397280678,0.2316083973719244,0.250979225272981,0.3118085166217956,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000415,2000-04-15,0.20689247455872925,0.23211253522150924,0.25075452889650285,0.31165697072688614,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000416,2000-04-16,0.2092332863271408,0.23283445405560435,0.25056682059181773,0.3115084411790872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000417,2000-04-17,0.20987024786381203,0.2337101602684464,0.25049651196487777,0.31136344786983816,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000418,2000-04-18,0.20981514851581826,0.23447901000550328,0.25048417927953137,0.31122544399275376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000419,2000-04-19,0.20877213617895718,0.23456551723885802,0.25040469437287555,0.3110852270636371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000420,2000-04-20,0.20810586009322124,0.234557403690351,0.25030489551828533,0.3109396722341711,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000421,2000-04-21,0.20918976517238674,0.23516562260183793,0.2504041446052778,0.3108001577965188,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000422,2000-04-22,0.21129990701345364,0.23561888426525654,0.2504870319172981,0.3106725492728851,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000423,2000-04-23,0.2133764523945094,0.23626549020629892,0.2507782114865199,0.31056972962898866,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000424,2000-04-24,0.21727935587209302,0.2380002657607932,0.25127356960610037,0.31050136895987684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000425,2000-04-25,0.21887326542311103,0.23981269415609938,0.25190200285380204,0.31046508224253283,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000426,2000-04-26,0.21921419632209052,0.24086420145645532,0.25260438311070815,0.3104289756179524,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000427,2000-04-27,0.22009779316202113,0.24174850534763345,0.25312339787421057,0.31040260902503125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000428,2000-04-28,0.22191396063705648,0.24328354519554077,0.2538121701346371,0.31040599314226797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000429,2000-04-29,0.22103972496732305,0.2439070114173284,0.25433476262122123,0.3104372092700172,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000430,2000-04-30,0.21887829715755927,0.24367977854125383,0.2546592750789019,0.31048196263371974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000501,2000-05-01,0.2173815138235095,0.24351792305538672,0.2548350871618173,0.3105298249887996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000502,2000-05-02,0.21803924789016202,0.24392815530592749,0.25519273284671673,0.3105586083674733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000503,2000-05-03,0.2219943742815716,0.24422633534615806,0.25531928184446384,0.31056067396675724,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000504,2000-05-04,0.22475726643329005,0.24445556209418573,0.25514314113223124,0.310482281191974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000505,2000-05-05,0.22674941896625547,0.24466611703728605,0.25493143630311854,0.31037439468559813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000506,2000-05-06,0.23445361936892115,0.24611520051242738,0.2547907276814156,0.3102632964916334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000507,2000-05-07,0.2432079954988009,0.2477482943394266,0.25476193461581015,0.31015892445468557,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000508,2000-05-08,0.24652733938635354,0.2488092037356117,0.25477257119226293,0.3100575095511726,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000509,2000-05-09,0.24322383721093227,0.24875246256574224,0.2547436571130275,0.30995086075164796,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000510,2000-05-10,0.24011738673980382,0.24814739409507572,0.25463008438642404,0.30983768838769743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000511,2000-05-11,0.23830270227528177,0.24801197124158236,0.25452080882835004,0.3097245580110897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000512,2000-05-12,0.2371649496738614,0.2483158422497722,0.254449843526566,0.3096129724361036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000513,2000-05-13,0.2376910503696938,0.24893228376863455,0.25453472881165357,0.30950344868428964,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000514,2000-05-14,0.2363132258426155,0.249980983399751,0.25462793550743895,0.30939843545053675,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000515,2000-05-15,0.23896705869288953,0.2524571401269629,0.25503816406498053,0.30930869999247323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000516,2000-05-16,0.24192048762319734,0.2549975193212714,0.2559621366129843,0.3092384147626759,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000517,2000-05-17,0.24404456552931508,0.25679506689829606,0.25692437902306375,0.3091871025387346,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000518,2000-05-18,0.2463844012604239,0.2591233069599318,0.2583613324326464,0.30919758001236014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000519,2000-05-19,0.24917872930186477,0.26213823936052877,0.2605214920518176,0.30933078651946444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000520,2000-05-20,0.2532742564193833,0.26431980948907063,0.2623024640213674,0.3095003194799401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000521,2000-05-21,0.2592796197795154,0.2660039823628779,0.26316305393979456,0.30961183835814476,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000522,2000-05-22,0.26287216568267696,0.26977896071607227,0.2644768539522751,0.3097186496969686,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000523,2000-05-23,0.2614055318730656,0.2730906535787161,0.2662761393177897,0.3098964906750747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000524,2000-05-24,0.2599501755825304,0.2730538382391918,0.268256001744905,0.310137255759018,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000525,2000-05-25,0.2615928929781368,0.2735696177810387,0.27002962523888796,0.31037947678603733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000526,2000-05-26,0.2609473844078758,0.2741700930139213,0.27151225774951526,0.3107564841580194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000527,2000-05-27,0.2593146806770365,0.2734746288344839,0.2720832413023641,0.31112005759144423,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000528,2000-05-28,0.2567854745824116,0.2727414601820728,0.2723818824760629,0.3113791384760879,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000529,2000-05-29,0.25439482960055615,0.27155554385228386,0.27247433589961817,0.31155837039435813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000530,2000-05-30,0.25574011565998916,0.270500500399658,0.2723395953647385,0.31167975966440853,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000531,2000-05-31,0.2648034245727961,0.271443437146115,0.27230312532508144,0.3117565459677703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000601,2000-06-01,0.26934402935788604,0.2734371280518691,0.27254359955028895,0.3118219665781161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000602,2000-06-02,0.2711870627407168,0.2756977834679261,0.27291654075216704,0.31188456694154176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000603,2000-06-03,0.2745152346680946,0.27805640026595446,0.27305488599148076,0.31193504995524857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000604,2000-06-04,0.27942181395510574,0.28256946820979617,0.2735960744958568,0.31199555049944633,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000605,2000-06-05,0.2851837625237591,0.2883798801770633,0.2754856928523127,0.3121093750471739,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000606,2000-06-06,0.2926409737624987,0.2951051100532006,0.27888879305095376,0.31234705075339053,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000607,2000-06-07,0.30300713383078975,0.30494790227650315,0.28218157146035794,0.31268568607295966,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000608,2000-06-08,0.30953704869186727,0.31191584468112554,0.2861645417399667,0.31316588342873314,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000609,2000-06-09,0.3133557441063484,0.31240564484737654,0.28883002151689113,0.3136861084518553,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000610,2000-06-10,0.3143259221152373,0.3126931996616272,0.2904778525908273,0.3141942716782256,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000611,2000-06-11,0.3105754966966477,0.3126586150355559,0.29181216526267484,0.3146981870844025,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000612,2000-06-12,0.30493819305571335,0.31188083390615284,0.29275577092965904,0.31519088464171097,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000613,2000-06-13,0.29829424655887987,0.3095469047729657,0.29343235721438204,0.31565177841203945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000614,2000-06-14,0.29383625082249193,0.3073621532230072,0.2935553921914546,0.3160295810920666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000615,2000-06-15,0.29105483552723554,0.30675652929478076,0.29367792791701425,0.31630465107007766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000616,2000-06-16,0.2884428981004224,0.30675551519925365,0.29397803829482955,0.31654674006050854,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000617,2000-06-17,0.28787025132576743,0.30678816694150496,0.29439749834928647,0.31677415213692717,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000618,2000-06-18,0.2883001129410235,0.3083943424330331,0.2955115234569379,0.31699564309793055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000619,2000-06-19,0.2911683410623536,0.3100252221357922,0.29762909954248234,0.3172330197168239,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000620,2000-06-20,0.2964584789866154,0.3113302358054451,0.29918535156790954,0.31747929232186434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000621,2000-06-21,0.301402626032265,0.3129227027782617,0.3006307493875886,0.3177826732641766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000622,2000-06-22,0.3051390014362851,0.3140125582917944,0.30214633643177685,0.31809554096765996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000623,2000-06-23,0.30425527477915193,0.31344572923398234,0.30314980620671855,0.3183928110246163,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000624,2000-06-24,0.2997649685998287,0.3114497309696691,0.30357235548271455,0.3186468395632815,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000625,2000-06-25,0.29455809261147775,0.30933344112511846,0.3036304296196832,0.31888759525519955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000626,2000-06-26,0.28971189571862066,0.3076944234267162,0.3036737646760563,0.3191134330748202,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000627,2000-06-27,0.28721568354974775,0.306559845957478,0.30369192738634354,0.31932756813854274,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000628,2000-06-28,0.2903840670355168,0.3074902719307354,0.30382764630858844,0.31952029204985194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000629,2000-06-29,0.3011252793835885,0.310022408083918,0.30447016102617896,0.31969373202107054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000630,2000-06-30,0.31593190126789567,0.31502669096245883,0.30557084176374566,0.31993816099637773,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000701,2000-07-01,0.32323901436588326,0.31899173700764233,0.3062312568179411,0.3201522508626129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000702,2000-07-02,0.33015349021358237,0.3221141971051604,0.30658331375266235,0.32031357699915974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000703,2000-07-03,0.3364663784783309,0.32548029168627785,0.3068558188375789,0.32045159010862434,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000704,2000-07-04,0.3360672614469475,0.32805231474786445,0.30711428366311194,0.320586698695131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20000705,2000-07-05,0.329919103222822,0.32907460658624554,0.30748186801981064,0.32073539969455056,"{""type"":""MultiPoint"",""coordinates"":[]}"
